timestamp,open,high,low,close,volume,rsi,volume_sma,volume_ratio,macd,macd_signal,macd_hist,ema_fast,ema_slow,bb_upper,bb_middle,bb_lower,bb_position,adx,mfi,future_close_1d,return_1d,max_dd_1d,future_close_3d,return_3d,max_dd_3d,future_close_5d,return_5d,max_dd_5d,future_close_7d,return_7d,max_dd_7d,future_close_14d,return_14d,max_dd_14d,future_close_30d,return_30d,max_dd_30d,best_hold_days,best_return,best_max_dd
2020-02-03 09:00:00,10765000.0,10975000.0,10715000.0,10750000.0,3683.40186368,74.09255619731341,4379.723819726501,0.84101235952134,530022.4598665759,539130.1465604957,-9107.686693919823,10569248.342837501,10115397.195607703,11018821.203098934,10187800.0,9356778.796901066,0.8382585172938538,65.50179853703679,83.96546918213443,10635000.0,-0.010697674418604652,-0.010697674418604652,11264000.0,0.04781395348837209,-0.010697674418604652,11568000.0,0.07609302325581395,-0.010697674418604652,11520000.0,0.07162790697674419,-0.010697674418604652,11438000.0,0.064,-0.010697674418604652,10503000.0,-0.022976744186046512,-0.03497674418604651,5,0.07609302325581395,-0.010697674418604652
2020-02-04 09:00:00,10750000.0,10790000.0,10504000.0,10635000.0,4273.50735062,69.66722035125133,4187.111583688,1.0206337388448345,502357.5612753369,531775.629503464,-29418.068228127086,10582398.67427,10162633.814188821,11058323.0099761,10232800.0,9407276.9900239,0.7436031431829163,64.35824326422389,76.18798079369607,11054000.0,0.03939821344616831,0.0,11490000.0,0.08039492242595205,0.0,11821000.0,0.11151857075693465,0.0,11819000.0,0.11133051245886225,0.0,11838000.0,0.11311706629055007,0.0,10791000.0,0.01466854724964739,-0.02454160789844852,14,0.11311706629055007,0.0
2020-02-05 09:00:00,10636000.0,11116000.0,10589000.0,11054000.0,5644.68431028,75.426192468152,4265.271666519,1.323405576856673,508382.4121081233,527096.9860243958,-18714.573916272493,10676718.939416,10243667.10380802,11168117.851225173,10296250.0,9424382.148774827,0.9345555343824116,63.83891422107157,77.50109596903087,11264000.0,0.01899764791025873,0.0,11568000.0,0.04649900488510946,0.0,11520000.0,0.04215668536276461,0.0,11793000.0,0.06685362764610096,0.0,11415000.0,0.03265786140763525,0.0,10840000.0,-0.019359507870454134,-0.06151619323321875,7,0.06685362764610096,0.0
2020-02-06 09:00:00,11068000.0,11410000.0,10905000.0,11264000.0,5742.27238319,77.7103496048984,4136.4288676525,1.3882197825509437,524061.3418248873,526489.8571844941,-2428.5153596068267,10794175.1515328,10336424.639825473,11315238.983608248,10359850.0,9404461.016391752,0.9731842294147396,63.74731052849521,84.37650443409414,11490000.0,0.020063920454545456,0.0,11821000.0,0.04944957386363636,0.0,11819000.0,0.049272017045454544,0.0,11793000.0,0.04696377840909091,0.0,11520000.0,0.022727272727272728,0.0,10678000.0,-0.05202414772727273,-0.07901278409090909,3,0.04944957386363636,0.0
2020-02-07 09:00:00,11269000.0,11610000.0,11256000.0,11490000.0,4139.85704717,79.87804171644918,4150.150654979499,0.9975197026167837,548401.6845736336,530872.222662322,17529.461911311606,10933340.12122624,10441295.127114067,11494697.182036474,10430100.0,9365502.817963526,0.9977939158041499,63.89063260994179,84.84003630646015,11568000.0,0.006788511749347258,0.0,11520000.0,0.0026109660574412533,0.0,11793000.0,0.02637075718015666,0.0,11845000.0,0.030896431679721496,0.0,11498000.0,0.0006962576153176675,-0.006527415143603133,9876000.0,-0.14046997389033944,-0.14046997389033944,7,0.030896431679721496,0.0
2020-02-08 09:00:00,11490000.0,11600000.0,11257000.0,11568000.0,4372.50942089,80.58000485065688,3940.425516677499,1.109654122983354,567444.384054007,538186.654940659,29257.72911334806,11060272.096980993,10543722.842830969,11656551.553745441,10514150.0,9371748.446254559,0.9612432452253243,64.02371739985647,87.77939036184571,11821000.0,0.02187067773167358,0.0,11819000.0,0.021697786998616873,-0.004149377593360996,11793000.0,0.01945020746887967,-0.004149377593360996,11503000.0,-0.005618948824343015,-0.005618948824343015,11496000.0,-0.006224066390041493,-0.013226141078838174,9726000.0,-0.1592323651452282,-0.1592323651452282,1,0.02187067773167358,0.0
2020-02-10 09:00:00,11821000.0,11864000.0,11392000.0,11520000.0,5213.48423455,72.58740827521459,4139.7788131415,1.2593629925347898,587710.2926373743,557354.2555237269,30356.037113647326,11273934.142067835,10738035.40729832,11945514.977993887,10690750.0,9435985.022006113,0.8304403671378371,63.881124396787456,80.12130816017407,11819000.0,0.025954861111111113,0.0,11793000.0,0.023697916666666666,0.0,11503000.0,-0.0014756944444444444,-0.0014756944444444444,11438000.0,-0.007118055555555555,-0.007118055555555555,11633000.0,0.009809027777777778,-0.009114583333333334,9510000.0,-0.17447916666666666,-0.17447916666666666,1,0.025954861111111113,0.0
2020-02-15 09:00:00,11857000.0,11889000.0,11400000.0,11503000.0,4844.00618252,64.4828722226285,5034.745334572999,0.9621154319875495,541761.6001669671,569928.964409581,-28167.364242613898,11575362.419672789,11117498.269056587,12201472.383211015,11168600.0,10135727.616788985,0.6618786625703025,55.123292045870066,63.03500315076725,11659000.0,0.01356167956185343,0.0,11838000.0,0.029122837520646788,-0.005650699817438929,11520000.0,0.001477875336868643,-0.007650178214378858,11496000.0,-0.0006085369034165,-0.007650178214378858,10374000.0,-0.09814830913674694,-0.09814830913674694,6385000.0,-0.44492741024080673,-0.4468399547944015,3,0.029122837520646788,-0.005650699817438929
2020-02-17 09:00:00,11659000.0,11691000.0,11136000.0,11438000.0,5888.97179664,60.65467417109759,5026.95434685,1.171479068698955,472975.0695950892,541969.9214237973,-68994.85182870808,11561271.948590586,11191386.99922032,12174638.051369306,11288350.0,10402061.948630694,0.5844251481043845,48.395434198192966,54.67053132647855,11838000.0,0.03497114880223815,0.0,11520000.0,0.0071690855044588215,-0.002010841056128694,11496000.0,0.005070816576324532,-0.002010841056128694,11633000.0,0.0170484350410911,-0.002010841056128694,10675000.0,-0.06670746634026928,-0.09302325581395349,6745000.0,-0.41029900332225916,-0.44369645042839656,1,0.03497114880223815,0.0
2020-02-19 09:00:00,11837000.0,11973000.0,11350000.0,11415000.0,5713.59402305,56.773658815722825,5068.459384461499,1.1272841685515536,420576.0069095846,505454.2334247006,-84878.226515116,11576294.047097975,11265154.54481018,12208149.053760309,11378550.0,10548950.946239691,0.5219684435720989,43.47736791544209,53.52416112700069,11520000.0,0.009198423127463863,0.0,11496000.0,0.00709592641261498,0.0,11633000.0,0.019097678493210687,0.0,10741000.0,-0.059045116075339465,-0.059045116075339465,10503000.0,-0.07989487516425756,-0.0911957950065703,7781000.0,-0.318353044240035,-0.44257555847568986,5,0.019097678493210687,0.0
2020-02-20 09:00:00,11419000.0,11580000.0,11350000.0,11520000.0,6303.71044042,58.42584032145442,5202.7419064489995,1.2116131366436431,388970.73658235,482157.5340562305,-93186.79747388052,11565035.23767838,11288322.3134638,12199949.998406528,11415500.0,10631050.001593472,0.5666071771382966,41.38532266030668,46.01327500691373,11498000.0,-0.0019097222222222222,-0.0019097222222222222,11753000.0,0.020225694444444445,-0.0020833333333333333,11330000.0,-0.016493055555555556,-0.016493055555555556,10699000.0,-0.07126736111111111,-0.07126736111111111,10791000.0,-0.06328125,-0.09947916666666666,7740000.0,-0.328125,-0.44765625,3,0.020225694444444445,-0.0020833333333333333
2020-02-21 09:00:00,11532000.0,11620000.0,11454000.0,11498000.0,4249.29863364,57.9262628390475,5270.9019691759995,0.8061805471795358,358021.0719489604,457330.24163477647,-99309.16968581604,11551628.190142704,11307383.921330728,12185064.434372086,11449400.0,10713735.565627914,0.53303136438931,39.575761104127096,46.10526322995005,11496000.0,-0.00017394329448599757,-0.00017394329448599757,11633000.0,0.011741172377804835,-0.00017394329448599757,10741000.0,-0.06583753696295008,-0.06583753696295008,10575000.0,-0.08027483040528788,-0.08027483040528788,10840000.0,-0.0572273438858932,-0.09775613150113063,7366000.0,-0.359366846408071,-0.44659940859279873,3,0.011741172377804835,-0.00017394329448599757
2020-02-22 09:00:00,11498000.0,11529000.0,11395000.0,11496000.0,1836.08707185,57.877811923277946,5196.7932348125,0.3533115498131313,329533.2028265167,431770.8338731245,-102237.6310466078,11540502.552114163,11324530.837573389,12151241.056606054,11485950.0,10820658.943393946,0.5075530851498813,37.619153554093295,41.957004005681156,11753000.0,0.022355601948503827,0.0,11330000.0,-0.014439805149617258,-0.014439805149617258,10699000.0,-0.0693284620737648,-0.0693284620737648,10374000.0,-0.0975991649269311,-0.0975991649269311,10678000.0,-0.07115518441196939,-0.0975991649269311,8047000.0,-0.30001739735560196,-0.44650313152400833,1,0.022355601948503827,0.0
2020-02-28 09:00:00,10696000.0,10840000.0,10306000.0,10575000.0,5181.61535688,39.24142404718399,5273.7720252035,0.9825254736300545,46224.16087198071,237184.9883666282,-190960.8274946475,11110373.469021413,11204566.39798087,12236250.099760568,11484450.0,10732649.900239432,-0.10484828366585769,32.61645123483455,19.315313788751002,10374000.0,-0.01900709219858156,-0.01900709219858156,10675000.0,0.009456264775413711,-0.01900709219858156,10503000.0,-0.006808510638297872,-0.01900709219858156,10840000.0,0.025059101654846337,-0.01900709219858156,7267000.0,-0.31281323877068556,-0.3982978723404255,7218000.0,-0.3174468085106383,-0.3982978723404255,7,0.025059101654846337,-0.01900709219858156
2020-02-29 09:00:00,10575000.0,10631000.0,10371000.0,10374000.0,2145.36310753,36.34176222075567,5134.1925347055,0.41785793832779566,-22097.33453638293,185328.523786026,-207425.85832240892,10963098.77521713,11129060.361800792,12288588.425479766,11412100.0,10535611.574520234,-0.09219264614462663,32.4263678714697,20.186034765111803,10374000.0,0.0,0.0,10502000.0,0.012338538654328128,0.0,10791000.0,0.04019664545980335,0.0,10678000.0,0.029304029304029304,0.0,6823000.0,-0.3422980528243686,-0.3866396761133603,7798000.0,-0.2483130904183536,-0.3866396761133603,5,0.04019664545980335,0.0
2020-03-01 09:00:00,10380000.0,10559000.0,10287000.0,10374000.0,3275.71519136,36.34176222075566,5037.304082545999,0.6502913339518623,-75373.75020349026,133188.06898812274,-208561.819191613,10845279.020173704,11060418.510727992,12338822.682665395,11354800.0,10370777.317334605,0.0016375042578619372,32.4425776111757,20.97602801014733,10675000.0,0.029014844804318488,0.0,10503000.0,0.012434933487565067,0.0,10840000.0,0.04491999228841334,0.0,9876000.0,-0.04800462695199537,-0.04800462695199537,6909000.0,-0.3340080971659919,-0.3866396761133603,7799000.0,-0.24821669558511664,-0.3866396761133603,5,0.04491999228841334,0.0
2020-03-02 09:00:00,10358000.0,10749000.0,10326000.0,10675000.0,3010.56353784,43.58210718049914,4886.0926982725,0.6161494928052427,-92244.17558138259,88101.62007422168,-180345.79565560428,10811223.216138963,11025380.464298176,12299868.706485441,11297600.0,10295331.293514559,0.18940464968560608,31.644854932628082,26.712504606158266,10502000.0,-0.016206088992974238,-0.016206088992974238,10791000.0,0.010866510538641686,-0.016206088992974238,10678000.0,0.0002810304449648712,-0.016206088992974238,9726000.0,-0.0888992974238876,-0.0888992974238876,6385000.0,-0.4018735362997658,-0.4039344262295082,8074000.0,-0.24365339578454331,-0.4039344262295082,3,0.010866510538641686,-0.016206088992974238
2020-03-03 09:00:00,10675000.0,10689000.0,10405000.0,10502000.0,2858.43820794,40.715743410277135,4698.057699149,0.6084297790675867,-118211.0994463265,46839.076170112035,-165050.17561643853,10749378.57291117,10977800.42208925,12265226.046030909,11233050.0,10200873.953969091,0.1458695186682774,30.904112445405293,18.312460977817324,10503000.0,9.521995810321844e-05,0.0,10840000.0,0.03218434583888783,0.0,9876000.0,-0.05960769377261474,-0.05960769377261474,9574000.0,-0.08836412111978671,-0.08836412111978671,6774000.0,-0.35498000380879835,-0.3941154065892211,8174000.0,-0.22167206246429252,-0.3941154065892211,3,0.03218434583888783,0.0
2020-03-04 09:00:00,10502000.0,10588000.0,10420000.0,10503000.0,2250.68759875,40.7400052243673,4351.0588811,0.5172735327776118,-137128.6483496707,10045.531266155487,-147174.17961582617,10700102.858328935,10934636.747353865,12213840.481158229,11168550.0,10123259.518841771,0.18164351823880534,30.216280135841277,19.59146712601839,10791000.0,0.027420736932305057,0.0,10678000.0,0.016661906122060362,0.0,9726000.0,-0.07397886318194802,-0.07397886318194802,9510000.0,-0.0945444158811768,-0.0945444158811768,6745000.0,-0.35780253260973055,-0.39417309340188517,8156000.0,-0.223459963819861,-0.39417309340188517,1,0.027420736932305057,0.0
2020-03-12 09:00:00,9507000.0,9537000.0,5980000.0,6363000.0,29866.02509793,13.167926198946404,5209.828755006499,5.732630860319467,-624862.2682526652,-274043.7796081665,-350818.4886444987,9340564.63340402,10124740.053613111,12622165.903611766,10400650.0,8179134.096388234,-0.4087600933748757,32.48150880038752,13.46120751365876,7267000.0,0.14207134999214208,0.0,6909000.0,0.0858085808580858,0.0,6774000.0,0.06459217350306459,0.0,7679000.0,0.2068206820682068,0.0,8272000.0,0.3000157158573,0.0,8463000.0,0.33003300330033003,0.0,30,0.33003300330033003,0.0
2020-03-13 09:00:00,6362000.0,7470000.0,5489000.0,7267000.0,50282.2630063,25.798740928867005,7632.137551729,6.58822809016446,-767414.04458539,-372717.83260361117,-394696.21198177885,8925851.706723217,9864945.503284646,12734839.927405288,10189200.0,7643560.072594712,-0.07396177058287472,35.79439474141342,9.617139281584732,6823000.0,-0.061098114765377735,-0.061098114765377735,6385000.0,-0.12137057933122333,-0.12137057933122333,6745000.0,-0.07183156735929544,-0.12137057933122333,7781000.0,0.07073070042658594,-0.12137057933122333,7880000.0,0.0843539287188661,-0.12137057933122333,8470000.0,0.16554286500619236,-0.12137057933122333,30,0.16554286500619236,-0.12137057933122333
